ORF_locus	strand	length	start_codon	ribo_count	ribo_rpkm	ribo_coverage	SD_score	SD_pos	prob	ORF_type	Reference	Distance_from_aTIS
NC_002516.2:1097497-1098285	+	789	GTG	45	88.9159509525388	0.0429292929292929	-1.82539037680449	1097491	0.662779073642119	Intergenic	NA	NA
NC_002516.2:1099286-1099669	+	384	GTG	8	32.3497826721381	0.0129198966408269	-1.58031063418991	1099279	0.742419193602133	Intergenic	NA	NA
NC_002516.2:1107000-1107758	+	759	ATG	7	14.3759122799905	0.00918635170603675	-1.79943052378788	1106992	0.599133622125958	Intergenic	NA	NA
NC_002516.2:108221-110926	+	2706	ATG	246	142.107973881178	0.0668143226282761	-1.58031063418991	108214	0.940353215594802	Intergenic	NA	NA
NC_002516.2:1109243-1109863	+	621	GTG	12	30.094629553167	0.0192307692307692	-1.86514972077599	1109237	0.662112629123625	Intergenic	NA	NA
NC_002516.2:1113225-1114715	+	1491	ATG	22	23.0443481986767	0.0140562248995984	-1.80049404652177	1113217	0.768077307564145	Intergenic	NA	NA
NC_002516.2:1118044-1119516	+	1473	ATG	10	10.6024440160209	0.00677506775067751	-1.81559759497555	1118038	0.906697767410863	Intergenic	NA	NA
NC_002516.2:1126969-1127598	+	630	ATG	57	140.917033168384	0.0726698262243286	-1.58031063418991	1126962	0.958347217594135	Intergenic	NA	NA
NC_002516.2:1128009-1128815	+	807	ATG	22	42.5040200108926	0.0197530864197531	-1.57924711145602	1128002	0.767744085304898	Intergenic	NA	NA
NC_002516.2:110967-112904	+	1938	ATG	55	44.3434520979173	0.0195775373518805	-1.86321985642733	110961	0.768743752082639	Intergenic	NA	NA
NC_002516.2:1136388-1137032	+	645	ATG	14	33.8100159177555	0.0169753086419753	-1.58031063418991	1136381	0.837720759746751	Intergenic	NA	NA
NC_002516.2:1138314-1139669	+	1356	ATG	90	103.637134885078	0.0559234731420162	-1.57924711145602	1138307	0.929023658780406	Intergenic	NA	NA
NC_002516.2:1139714-1140856	+	1143	ATG	114	155.672743447796	0.0584642233856894	-1.58115600985984	1139707	0.732089303565478	Intergenic	NA	NA
NC_002516.2:1140774-1141055	+	282	GTG	13	71.3823493962838	0.0385964912280702	-1.58065996639344	1140767	0.760413195601466	Intergenic	NA	NA
NC_002516.2:1141268-1141729	+	462	ATG	241	811.066446366212	0.2	-1.80049404652177	1141260	0.927357547484172	Intergenic	NA	NA
NC_002516.2:1148844-1149938	+	1095	ATG	20	28.5049314529086	0.0163934426229508	-1.80816722446168	1148836	0.503165611462846	Intergenic	NA	NA
NC_002516.2:1149952-1150470	+	519	ATG	20	59.9586489181871	0.0325670498084291	-1.80816722446168	1149944	0.519826724425192	Intergenic	NA	NA
NC_002516.2:1151510-1151905	+	396	ATG	6	23.5326426581155	0.012531328320802	-1.5805255775391	1151503	0.689436854381873	Intergenic	NA	NA
NC_002516.2:1153706-1155544	+	1839	ATG	122	103.648387559876	0.0320304017372421	-1.86514972077599	1153700	0.586804398533822	Intergenic	NA	NA
NC_002516.2:1154827-1155627	+	801	GTG	190	369.819577096132	0.0833333333333333	-1.58065996639344	1154820	0.730423192269244	Intergenic	NA	NA
NC_002516.2:1155716-1157875	+	2160	TTG	203	146.869583709307	0.0753582986592695	-1.81622802729629	1155710	0.956347884038654	Intergenic	NA	NA
NC_002516.2:1163660-1164019	+	360	ATG	15	64.6661461473009	0.0413223140495868	-1.58031063418991	1163653	0.849050316561146	Intergenic	NA	NA
NC_002516.2:1165882-1167267	+	1386	ATG	154	173.504530929994	0.0885529157667387	-1.81573198382989	1165876	0.932689103632123	Intergenic	NA	NA
NC_002516.2:1167488-1168234	+	747	ATG	32	66.7699514352931	0.0346666666666667	-1.81431912889247	1167482	0.791736087970676	Intergenic	NA	NA
NC_002516.2:1168284-1169066	+	783	ATG	89	177.198404035696	0.0674300254452926	-1.58065996639344	1168277	0.727424191936021	Intergenic	NA	NA
NC_002516.2:1169115-1169807	+	693	ATG	16	35.9751893509123	0.0201149425287356	-1.70538352927871	1169108	0.703432189270243	Intergenic	NA	NA
NC_002516.2:1170942-1172141	+	1200	ATG	14	18.2118788983421	0.0116375727348296	-1.82411603991713	1170936	0.722759080306564	Intergenic	NA	NA
NC_002516.2:1174522-1175556	+	1035	GTG	40	60.3052307038413	0.0375722543352601	-1.82384994791414	1174516	0.590469843385538	Intergenic	NA	NA
NC_002516.2:1175614-1176372	+	759	ATG	29	59.5573508742465	0.031496062992126	-1.80827379829777	1175606	0.515161612795735	Intergenic	NA	NA
NC_002516.2:1176958-1177617	+	660	GTG	19	44.8468989419743	0.0226244343891403	-1.58031063418991	1176951	0.68543818727091	Intergenic	NA	NA
NC_002516.2:117552-117998	+	447	ATG	5	17.3880081862743	0.0111111111111111	-1.5805255775391	117545	0.611129623458847	Intergenic	NA	NA
NC_002516.2:1177628-1182694	+	5067	GTG	122	37.6568697998602	0.0211045364891519	-1.81653628070383	1177622	0.632789070309897	Intergenic	NA	NA
NC_002516.2:1183058-1184521	+	1464	ATG	1435	1530.78476977322	0.38173142467621	-1.8532392024659	1183052	0.944018660446518	Intergenic	NA	NA
NC_002516.2:1185060-1186481	+	1422	ATG	323	354.715366999995	0.122105263157895	-1.58031063418991	1185053	0.951016327890703	Intergenic	NA	NA
NC_002516.2:1186606-1186983	+	378	ATG	270	1108.99894731355	0.220472440944882	-1.69374121693391	1186599	0.691102965678107	Intergenic	NA	NA
NC_002516.2:1187587-1189056	+	1470	ATG	154	163.610178860666	0.0780719619823489	-2.14597519926957	1187578	0.634788403865378	Intergenic	NA	NA
NC_002516.2:1190385-1191803	+	1419	ATG	30	33.0152054169764	0.020393811533052	-1.5805255775391	1190378	0.834388537154282	Intergenic	NA	NA
NC_002516.2:1192053-1192379	+	327	ATG	17	80.6171288636352	0.0484848484848485	-1.79943052378788	1192045	0.737754081972676	Intergenic	NA	NA
NC_002516.2:1194207-1195220	+	1014	ATG	31	47.7016153782745	0.0275319567354966	-1.81208313316051	1194199	0.793402199266911	Intergenic	NA	NA
NC_002516.2:1195282-1196028	+	747	GTG	23	47.9909025941169	0.024	-1.82830891453969	1195274	0.763412195934688	Intergenic	NA	NA
NC_002516.2:1196021-1197373	+	1353	ATG	18	20.7732841163453	0.0132743362831858	-1.81538265162636	1196015	0.901699433522159	Intergenic	NA	NA
NC_002516.2:120164-121321	+	1158	ATG	19	25.6102446154427	0.0146425495262705	-1.75709463204444	120157	0.772075974675108	Intergenic	NA	NA
NC_002516.2:1216671-1218164	+	1494	ATG	26	27.1796520747373	0.0173680694722779	-2.21981971449438	1216665	0.609796734421859	Intergenic	NA	NA
NC_002516.2:1221691-1222095	+	405	ATG	2	7.67118008217982	0.00490196078431373	-1.86395250687311	1221683	0.580806397867378	Intergenic	NA	NA
NC_002516.2:121346-122263	+	918	ATG	159	270.165469213447	0.100977198697068	-1.81538265162636	121340	0.935021659446851	Intergenic	NA	NA
NC_002516.2:1230310-1231155	+	846	ATG	6	11.0595105071709	0.00706713780918728	-1.81538265162636	1230304	0.754081972675775	Intergenic	NA	NA
NC_002516.2:1243594-1245660	+	2067	ATG	51	38.5560181521733	0.0173913043478261	-1.61095594782728	1243587	0.72975674775075	Intergenic	NA	NA
NC_002516.2:123934-124596	+	663	TTG	60	140.98385015898	0.0630630630630631	-1.89650339956831	123928	0.539820059980007	Intergenic	NA	NA
NC_002516.2:1255042-1255749	+	708	GTG	19	41.8192601948368	0.0225035161744023	-1.8013394221917	1255034	0.563145618127291	Intergenic	NA	NA
NC_002516.2:1257766-1257978	+	213	GTG	1229	8904.10919205461	0.592592592592593	-2.0045333957102	1257760	0.500833055648117	Intergenic	NA	NA
NC_002516.2:1267282-1267599	+	318	ATG	3104	15132.4422645407	0.700934579439252	-1.80049404652177	1267274	0.694768410529823	Intergenic	NA	NA
NC_002516.2:1267680-1269734	+	2055	ATG	1139	866.105305721562	0.211856171039844	-1.80070898987095	1267672	0.972009330223259	Intergenic	NA	NA
NC_002516.2:1277006-1277605	+	600	ATG	111	288.069986369618	0.107794361525705	-1.58031063418991	1276999	0.906031322892369	Intergenic	NA	NA
NC_002516.2:1277688-1278362	+	675	ATG	52	120.023419338884	0.0412979351032448	-1.57924711145602	1277681	0.802065978007331	Intergenic	NA	NA
NC_002516.2:127738-128499	+	762	GTG	16	32.7303683506339	0.0196078431372549	-1.81573198382989	127732	0.72542485838054	Intergenic	NA	NA
NC_002516.2:1293267-1294088	+	822	ATG	42	79.6686920534748	0.0424242424242424	-2.10497056144533	1293261	0.665444851716095	Intergenic	NA	NA
NC_002516.2:128512-130101	+	1590	ATG	34	33.4006936911483	0.0207156308851224	-1.81538265162636	128506	0.820726424525158	Intergenic	NA	NA
NC_002516.2:1302696-1303310	+	615	ATG	154	389.964067090228	0.142394822006472	-1.58031063418991	1302689	0.92869043652116	Intergenic	NA	NA
NC_002516.2:1303457-1303861	+	405	ATG	19	72.8762107807083	0.0441176470588235	-1.58031063418991	1303450	0.828390536487837	Intergenic	NA	NA
NC_002516.2:1303892-1304446	+	555	ATG	29	81.3310060325731	0.0412186379928315	-1.81573198382989	1303886	0.763745418193935	Intergenic	NA	NA
NC_002516.2:1304476-1305420	+	945	ATG	30	49.5228081254646	0.0263713080168776	-1.59266215618679	1304469	0.762079306897701	Intergenic	NA	NA
NC_002516.2:1305273-1305734	+	462	GTG	6	20.1925256356733	0.0129032258064516	-1.80049404652177	1305265	0.534821726091303	Intergenic	NA	NA
NC_002516.2:131808-132599	+	792	ATG	7	13.779176298557	0.00880503144654088	-1.63078441377158	131801	0.533488837054315	Intergenic	NA	NA
NC_002516.2:1327024-1327800	+	777	ATG	11	22.0693950056558	0.0141025641025641	-1.58031063418991	1327017	0.834388537154282	Intergenic	NA	NA
NC_002516.2:1329150-1330037	+	888	GTG	5	8.78182231630013	0.00561167227833894	-1.81559759497555	1329144	0.673108963678774	Intergenic	NA	NA
NC_002516.2:1355631-1357067	+	1437	ATG	39	42.3832699540435	0.0243055555555556	-1.86514972077599	1355625	0.751082972342553	Intergenic	NA	NA
NC_002516.2:1357173-1357709	+	537	GTG	39	113.022053210783	0.0555555555555556	-1.58065996639344	1357166	0.757414195268244	Intergenic	NA	NA
NC_002516.2:1359590-1360591	+	1002	GTG	8	12.4570804916592	0.00796019900497512	-1.81538265162636	1359584	0.935688103965345	Intergenic	NA	NA
NC_002516.2:136518-136988	+	471	ATG	16	52.8243286671623	0.0316455696202532	-1.57924711145602	136511	0.634121959346884	Intergenic	NA	NA
NC_002516.2:1383718-1384326	+	609	ATG	27	69.0406207396184	0.0326797385620915	-1.73536418056551	1383711	0.737754081972676	Intergenic	NA	NA
NC_002516.2:1386323-1387258	+	936	ATG	10	16.6658225427549	0.00958466453674121	-1.59700296835599	1386316	0.584138620459847	Intergenic	NA	NA
NC_002516.2:1387275-1388246	+	972	TTG	18	28.8908443710403	0.0143589743589744	-2.06921123336005	1387270	0.643118960346551	Intergenic	NA	NA
NC_002516.2:1388242-1389711	+	1470	ATG	17	18.0608639002034	0.0108621860149355	-1.58065996639344	1388235	0.737087637454182	Intergenic	NA	NA
NC_002516.2:1390225-1391277	+	1053	ATG	18	26.6747852857616	0.0142045454545455	-1.58031063418991	1390218	0.804398533822059	Intergenic	NA	NA
NC_002516.2:1391827-1392822	+	996	ATG	11	17.2313594638754	0.011011011011011	-1.81538265162636	1391821	0.768410529823392	Intergenic	NA	NA
NC_002516.2:1394188-1394745	+	558	ATG	13	36.2637603884864	0.0213903743315508	-1.8164761623238	1394182	0.526157947350883	Intergenic	NA	NA
NC_002516.2:1398618-1399169	+	552	ATG	24	67.6722480763106	0.0288288288288288	-1.58065996639344	1398611	0.799066977674109	Intergenic	NA	NA
NC_002516.2:138833-140164	+	1332	ATG	5	5.86112635492391	0.00374531835205993	-1.99206734635538	138826	0.600466511162946	Intergenic	NA	NA
NC_002516.2:1405338-1406459	+	1122	GTG	34	47.295382266666	0.0284444444444444	-1.81538265162636	1405332	0.838387204265245	Intergenic	NA	NA
NC_002516.2:1406459-1406749	+	291	ATG	9	47.9057368397352	0.0272108843537415	-2.07027475609394	1406454	0.707097634121959	Intergenic	NA	NA
NC_002516.2:13606-14088	+	483	GTG	19	61.1800288035576	0.037037037037037	-1.81559759497555	13600	0.734755081639453	Intergenic	NA	NA
NC_002516.2:1417965-1418735	+	771	ATG	46	93.0056251823972	0.0426356589147287	-2.09535649637402	1417956	0.645784738420527	Intergenic	NA	NA
NC_002516.2:141917-142324	+	408	ATG	32	121.842977071703	0.0656934306569343	-1.81538265162636	141911	0.823058980339887	Intergenic	NA	NA
NC_002516.2:1428080-1429072	+	993	ATG	43	67.5618390370295	0.0411646586345382	-1.87296084558787	1428072	0.780073308897034	Intergenic	NA	NA
NC_002516.2:1429082-1431055	+	1974	ATG	72	56.9925609747381	0.0328780981284775	-2.0966349624571	1429073	0.848383872042652	Intergenic	NA	NA
NC_002516.2:1431062-1431688	+	627	ATG	26	64.5840304061615	0.0365079365079365	-2.10419977088392	1431053	0.633788737087637	Intergenic	NA	NA
NC_002516.2:1431541-1432023	+	483	GTG	26	83.7200394153946	0.0493827160493827	-1.699360482968	1431534	0.526824391869377	Intergenic	NA	NA
NC_002516.2:1432037-1432924	+	888	GTG	19	33.3709248019405	0.0112233445566779	-1.75709463204444	1432030	0.700766411196268	Intergenic	NA	NA
NC_002516.2:1436985-1438763	+	1779	ATG	123	108.016414490492	0.0527497194163861	-1.6445328744707	1436978	0.506831056314562	Intergenic	NA	NA
NC_002516.2:1457729-1458520	+	792	ATG	27	53.1482514372911	0.0289308176100629	-1.81538265162636	1457723	0.726757747417528	Intergenic	NA	NA
NC_002516.2:1470088-1470561	+	474	ATG	25	82.0189065390295	0.0482180293501048	-1.8008433787253	1470080	0.824058647117627	Intergenic	NA	NA
NC_002516.2:1483123-1483872	+	750	ATG	126	261.85924678931	0.100929614873838	-1.58778163145103	1483116	0.789403532155948	Intergenic	NA	NA
NC_002516.2:1483898-1485760	+	1863	GTG	98	82.1876914270841	0.0444801714898178	-1.80164767559924	1483890	0.906697767410863	Intergenic	NA	NA
NC_002516.2:1492030-1493052	+	1023	GTG	16	24.4042220158235	0.01364522417154	-1.81622802729629	1492024	0.501832722425858	Intergenic	NA	NA
NC_002516.2:14235-15119	+	885	GTG	46	81.0657138414138	0.0416666666666667	-1.81559759497555	14229	0.951682772409197	Intergenic	NA	NA
NC_002516.2:1558171-1558887	+	717	ATG	96	208.656098235291	0.104166666666667	-2.09447028133284	1558163	0.759413528823725	Intergenic	NA	NA
NC_002516.2:1559254-1559856	+	603	ATG	873	2254.41551682437	0.471947194719472	-1.82285364888748	1559248	0.920693102299234	Intergenic	NA	NA
NC_002516.2:1559454-1559933	+	480	TTG	390	1263.60059490316	0.351966873706004	-1.86471628680256	1559446	0.892702432522492	Intergenic	NA	NA
NC_002516.2:1570496-1571776	+	1281	ATG	41	49.9702104418629	0.028816199376947	-1.58031063418991	1570489	0.864045318227258	Intergenic	NA	NA
NC_002516.2:1572552-1573520	+	969	ATG	39	62.7900295615459	0.0329218106995885	-1.5922634590243	1572545	0.700766411196268	Intergenic	NA	NA
NC_002516.2:1573551-1574021	+	471	ATG	103	340.056615794857	0.0843881856540084	-1.89867589023235	1573544	0.679106964345218	Intergenic	NA	NA
NC_002516.2:1574026-1574475	+	450	ATG	9	31.0911404655235	0.0132450331125828	-2.2538761232286	1574021	0.598467177607464	Intergenic	NA	NA
NC_002516.2:1577943-1578803	+	861	GTG	11	19.9237593801059	0.0115740740740741	-1.81431912889247	1577937	0.567144285238254	Intergenic	NA	NA
NC_002516.2:1578839-1580179	+	1341	ATG	12	13.9725065782561	0.00818452380952381	-1.81538265162636	1578833	0.556147950683106	Intergenic	NA	NA
NC_002516.2:1582139-1582441	+	303	GTG	13	66.4835607122251	0.0326797385620915	-1.81573198382989	1582133	0.523158947017661	Intergenic	NA	NA
NC_002516.2:1582528-1583814	+	1287	ATG	122	148.000255725032	0.0472868217054264	-1.81973479918877	1582520	0.710763078973675	Intergenic	NA	NA
NC_002516.2:1583965-1584795	+	831	ATG	57	106.955014383198	0.0515587529976019	-2.07526085119672	1583958	0.613462179273575	Intergenic	NA	NA
NC_002516.2:1584819-1585535	+	717	ATG	72	156.492073676468	0.0541666666666667	-2.07048969944313	1584814	0.65944685104965	Intergenic	NA	NA
NC_002516.2:1585640-1586011	+	372	ATG	81	338.022879141171	0.138666666666667	-1.85883878747141	1585634	0.793735421526158	Intergenic	NA	NA
NC_002516.2:1586034-1586819	+	786	ATG	84	166.607530910308	0.0836501901140684	-1.8164761623238	1586028	0.944685104965012	Intergenic	NA	NA
NC_002516.2:158199-158759	+	561	ATG	1016	2819.07707190234	0.414893617021277	-1.86321985642733	158193	0.954015328223925	Intergenic	NA	NA
NC_002516.2:1587023-1589281	+	2259	ATG	145	100.31543184389	0.0499557913351017	-1.58065996639344	1587016	0.926024658447184	Intergenic	NA	NA
NC_002516.2:1589338-1590441	+	1104	ATG	46	65.0283232982614	0.039747064137308	-1.80164767559924	1589330	0.945684771742752	Intergenic	NA	NA
NC_002516.2:1590533-1591270	+	738	ATG	16	33.7904612526787	0.0202429149797571	-1.81694464936607	1590525	0.740086637787404	Intergenic	NA	NA
NC_002516.2:1593600-1593920	+	321	GTG	14	67.620031835511	0.0432098765432099	-1.8008433787253	1593592	0.53515494835055	Intergenic	NA	NA
NC_002516.2:1602179-1602877	+	699	ATG	14	31.2092454625435	0.0199430199430199	-1.88174714571671	1602171	0.624791736087971	Intergenic	NA	NA
NC_002516.2:1603674-1604426	+	753	ATG	25	51.7500243639115	0.0251322751322751	-1.59266215618679	1603667	0.655448183938687	Intergenic	NA	NA
NC_002516.2:158907-160469	+	1563	ATG	83	82.9427976701588	0.041507024265645	-1.58065996639344	158900	0.932689103632123	Intergenic	NA	NA
NC_002516.2:1604599-1605084	+	486	GTG	28	89.606913352579	0.0429447852760736	-1.79943052378788	1604591	0.71242919026991	Intergenic	NA	NA
NC_002516.2:1605088-1607058	+	1971	ATG	71	56.286409478365	0.0268490374873354	-1.75709463204444	1605081	0.669110296567811	Intergenic	NA	NA
NC_002516.2:1607065-1607604	+	540	TTG	19	54.7578158352283	0.0349907918968692	-1.8008433787253	1607057	0.741419526824392	Intergenic	NA	NA
NC_002516.2:1608068-1609288	+	1221	ATG	21	26.8491302876294	0.017156862745098	-1.83924740973621	1608060	0.668443852049317	Intergenic	NA	NA
NC_002516.2:1634728-1635720	+	993	ATG	33	51.8497834470226	0.0311244979919679	-2.08028248127207	1634723	0.685771409530157	Intergenic	NA	NA
NC_002516.2:163363-164412	+	1050	ATG	77	114.433900029326	0.0550807217473884	-1.58065996639344	163356	0.736421192935688	Intergenic	NA	NA
NC_002516.2:1649928-1650305	+	378	GTG	6	24.6444210514123	0.015748031496063	-1.80158755721921	1649920	0.661446184605132	Intergenic	NA	NA
NC_002516.2:1663029-1664897	+	1869	GTG	55	45.9779062617829	0.0256410256410256	-1.69374121693391	1663022	0.517494168610463	Intergenic	NA	NA
NC_002516.2:1665065-1665931	+	867	ATG	110	197.863541430017	0.0931034482758621	-2.5504423142194	1665058	0.644785071642786	Intergenic	NA	NA
NC_002516.2:1666025-1668406	+	2382	ATG	58	38.0567726341097	0.0222222222222222	-1.63078441377158	1666018	0.781739420193269	Intergenic	NA	NA
NC_002516.2:1668455-1668829	+	375	ATG	29	120.060056524275	0.0555555555555556	-1.81559759497555	1668449	0.696767744085305	Intergenic	NA	NA
NC_002516.2:1671036-1672031	+	996	ATG	32	50.1275911676375	0.028028028028028	-1.83157360542378	1671028	0.506831056314562	Intergenic	NA	NA
NC_002516.2:1672080-1672403	+	324	ATG	158	756.139071586605	0.18348623853211	-1.83364076490684	1672074	0.662445851382872	Intergenic	NA	NA
NC_002516.2:1672485-1673078	+	594	ATG	18	47.1835398019502	0.0268006700167504	-1.82539037680449	1672479	0.752749083638787	Intergenic	NA	NA
NC_002516.2:1682051-1682515	+	465	ATG	30	100.31543184389	0.0341880341880342	-1.80070898987095	1682043	0.811729423525491	Intergenic	NA	NA
NC_002516.2:1697188-1697916	+	729	ATG	35	74.8254450638851	0.0355191256830601	-1.58295579583934	1697181	0.672775741419527	Intergenic	NA	NA
NC_002516.2:1704111-1704434	+	324	ATG	14	66.999664570965	0.0305810397553517	-1.81538265162636	1704105	0.529490169943352	Intergenic	NA	NA
NC_002516.2:1704522-1704758	+	237	ATG	5	32.6025153492642	0.0208333333333333	-1.5805255775391	1704515	0.740753082305898	Intergenic	NA	NA
NC_002516.2:1712908-1714050	+	1143	ATG	39	53.2564648637196	0.0279232111692845	-1.58115600985984	1712901	0.541486171276241	Intergenic	NA	NA
NC_002516.2:1714064-1714657	+	594	ATG	19	49.8048475687253	0.0268006700167504	-1.57924711145602	1714057	0.501499500166611	Intergenic	NA	NA
NC_002516.2:1715809-1716672	+	864	ATG	47	84.8342267911651	0.0449826989619377	-1.80049404652177	1715801	0.874708430523159	Intergenic	NA	NA
NC_002516.2:1717998-1718249	+	252	ATG	2	12.2738881314877	0.00784313725490196	-2.09011033324794	1717991	0.611462845718094	Intergenic	NA	NA
NC_002516.2:1718386-1718991	+	606	ATG	243	624.426500876548	0.198686371100164	-1.84833125132274	1718378	0.75241586137954	Intergenic	NA	NA
NC_002516.2:1720756-1721127	+	372	GTG	436	1819.48117661174	0.434666666666667	-1.89914869888455	1720749	0.519826724425192	Intergenic	NA	NA
